Date,Revenue,Expenses,Profit,Margin_Pct,Unit_Price,Units_Sold,Customer_Visits,Support_Tickets,Inventory_Level,New_Signups,Region,Category,Sales_Channel,Status,Priority,CSAT_Score,NPS_Score,Conversion_Rate,Churn_Risk,Server_Uptime_Pct,Latency_ms,Error_Count,Fulfillment_Days,Transaction_ID,Customer_ID,Is_Promotional,Discount_Applied,Tax_Amount,Shipping_Cost
2032-03-24,48838.35,31670.83,17167.52,35.15,252.53,410,3874,12,686,15,Latin America,Books,Direct Sales,Shipped,High,1.4,72,0.136,0.771,98.478,146.7,2,11,3600268,CUST-56581,True,0.07,3907.07,45.1
2032-03-25,32070.59,30465.7,1604.89,5.0,473.41,880,4542,16,1330,80,North America,Beauty,Retail Store,Completed,High,3.3,-1,0.0191,0.73,98.344,121.0,4,8,2844246,CUST-43248,True,0.15,2565.65,9.73
2032-03-26,71763.91,26852.5,44911.41,62.58,376.31,901,4019,10,1266,34,Europe,Sports,Wholesale,Shipped,High,1.6,-80,0.0836,0.977,98.907,104.4,1,3,3816473,CUST-98934,True,0.14,5741.11,27.06
2032-03-27,77107.95,14726.42,62381.53,80.9,367.97,458,877,14,676,83,Asia-Pacific,Books,Retail Store,Completed,Low,4.7,81,0.0724,0.185,99.739,121.8,2,6,9393001,CUST-84651,False,0.0,6168.64,34.0
2032-03-28,24760.12,33763.86,-9003.74,-36.36,32.71,644,2666,9,119,111,Europe,Beauty,Online,Pending,Low,2.7,43,0.1884,0.554,99.516,109.3,3,1,4219170,CUST-73319,False,0.0,1980.81,35.3
2032-03-29,34639.57,45778.76,-11139.19,-32.16,279.34,637,2003,14,508,86,Europe,Apparel,Wholesale,Shipped,Low,4.7,-83,0.2337,0.804,98.009,124.4,3,12,4557290,CUST-10946,True,0.21,2771.17,10.09
2032-03-30,45802.84,33714.01,12088.83,26.39,238.83,678,2861,12,1455,140,Europe,Electronics,Direct Sales,Completed,Low,1.8,61,0.1533,0.124,99.462,119.3,3,4,5857701,CUST-25093,False,0.0,3664.23,10.02
2032-03-31,35531.93,34873.08,658.85,1.85,464.64,279,3951,20,1891,24,Asia-Pacific,Apparel,Retail Store,Pending,Low,3.8,48,0.1292,0.79,98.145,144.1,4,8,4689753,CUST-46769,True,0.24,2842.55,17.91
2032-04-01,57589.48,34579.56,23009.92,39.96,136.1,26,178,16,1567,16,North America,Home & Kitchen,Wholesale,Completed,High,3.6,58,0.0807,0.27,99.096,66.4,2,11,9425473,CUST-64946,False,0.0,4607.16,40.16
2032-04-02,39075.92,33176.37,5899.55,15.1,142.22,278,1681,17,1921,71,Latin America,Books,Retail Store,Shipped,Medium,2.6,-91,0.2591,0.281,99.56,126.4,4,11,9061314,CUST-26751,False,0.0,3126.07,49.18
2032-04-03,82475.84,37453.33,45022.51,54.59,211.56,870,2262,14,146,130,Middle East,Sports,Direct Sales,Pending,Medium,4.6,4,0.2189,0.946,98.907,119.0,2,11,5994150,CUST-21380,True,0.27,6598.07,31.58
2032-04-04,67858.23,33162.99,34695.24,51.13,129.25,491,1085,18,1801,144,North America,Beauty,Direct Sales,Shipped,Low,2.7,-97,0.2142,0.314,98.753,198.8,3,3,2518563,CUST-15130,False,0.0,5428.66,34.84
2032-04-05,53188.61,27498.58,25690.03,48.3,73.3,228,1585,16,1900,58,Latin America,Apparel,Wholesale,Completed,Medium,1.8,-86,0.0816,0.584,99.879,51.5,0,4,3969498,CUST-54147,False,0.0,4255.09,49.21
2032-04-06,65404.79,23632.09,41772.7,63.87,430.13,328,2720,10,273,84,Asia-Pacific,Apparel,Direct Sales,Pending,High,4.9,-48,0.2648,0.44,98.059,152.3,2,13,6692663,CUST-51187,True,0.17,5232.38,15.4
2032-04-07,66588.51,28008.21,38580.3,57.94,283.56,247,1064,13,1915,128,Latin America,Sports,Wholesale,Pending,Low,2.8,86,0.2003,0.078,98.212,135.2,1,4,8924493,CUST-16190,False,0.0,5327.08,9.18
2032-04-08,41540.79,32513.04,9027.75,21.73,432.07,554,2647,14,880,78,Asia-Pacific,Beauty,Direct Sales,Completed,High,1.8,-46,0.0995,0.95,99.741,146.8,0,3,2992168,CUST-11385,False,0.0,3323.26,12.73
2032-04-09,37756.74,27471.34,10285.4,27.24,417.26,294,928,16,1354,146,Latin America,Books,Online,Completed,Low,2.5,89,0.1526,0.214,99.772,104.3,3,2,3510197,CUST-28896,False,0.0,3020.54,18.82
2032-04-10,51172.15,32514.71,18657.44,36.46,148.2,46,3273,9,1979,136,North America,Sports,Wholesale,Completed,High,3.5,69,0.4693,0.268,98.745,131.2,1,13,8003253,CUST-91758,False,0.0,4093.77,35.65
2032-04-11,62924.54,33513.2,29411.34,46.74,278.39,112,2773,14,1406,120,Asia-Pacific,Home & Kitchen,Retail Store,Completed,Low,3.0,55,0.2651,0.377,99.08,125.1,1,2,6428263,CUST-92367,False,0.0,5033.96,18.59
2032-04-12,52085.91,36665.44,15420.47,29.61,50.78,732,1818,19,1965,63,Europe,Home & Kitchen,Wholesale,Completed,Medium,3.5,21,0.1685,0.499,98.329,243.8,0,7,7222666,CUST-22468,False,0.0,4166.87,27.45
2032-04-13,26345.05,40262.36,-13917.31,-52.83,458.47,439,2532,21,690,68,Asia-Pacific,Sports,Direct Sales,Completed,Critical,3.6,34,0.1099,0.144,99.769,109.2,2,1,8258161,CUST-74124,False,0.0,2107.6,6.23
2032-04-14,37957.63,30624.06,7333.57,19.32,208.09,801,1328,13,1684,132,Asia-Pacific,Home & Kitchen,Direct Sales,Shipped,Medium,1.5,38,0.2886,0.63,98.938,92.5,3,3,8888573,CUST-82861,False,0.0,3036.61,47.25
2032-04-15,48890.41,19537.79,29352.62,60.04,202.9,663,2510,12,1855,22,Latin America,Beauty,Direct Sales,Shipped,Medium,2.3,56,0.2903,0.515,99.128,190.0,2,6,5499308,CUST-56421,False,0.0,3911.23,31.55
2032-04-16,48865.02,27239.17,21625.85,44.26,158.35,248,3878,15,1478,86,Asia-Pacific,Apparel,Retail Store,Shipped,Medium,4.0,61,0.1269,0.303,98.236,132.0,1,10,3978965,CUST-77980,False,0.0,3909.2,29.59
2032-04-17,79588.13,30352.5,49235.63,61.86,235.73,750,1940,9,545,35,Latin America,Sports,Retail Store,Shipped,Low,3.6,15,0.2402,0.693,99.23,138.0,2,11,1220590,CUST-33320,False,0.0,6367.05,38.52
2032-04-18,29210.18,15313.85,13896.33,47.57,133.36,654,597,12,1832,88,North America,Home & Kitchen,Direct Sales,Completed,Low,1.4,24,0.2765,0.514,99.392,159.4,1,3,8984457,CUST-11016,True,0.15,2336.81,47.69
2032-04-19,57583.84,41109.32,16474.52,28.61,193.68,134,636,15,1259,46,Asia-Pacific,Apparel,Online,Completed,Low,2.3,15,0.2256,0.841,98.589,122.7,5,1,2063130,CUST-12634,False,0.0,4606.71,32.51
2032-04-20,72336.7,31139.02,41197.68,56.95,401.97,574,3405,12,1829,135,Europe,Sports,Wholesale,Cancelled,Low,4.7,-7,0.0879,0.855,99.792,105.3,5,13,9371931,CUST-62139,False,0.0,5786.94,35.55
2032-04-21,84071.75,33050.82,51020.93,60.69,418.79,609,1264,19,1111,89,Europe,Home & Kitchen,Direct Sales,Shipped,High,4.4,-76,0.1962,0.98,98.408,124.6,1,3,1123692,CUST-15232,False,0.0,6725.74,17.54
2032-04-22,43934.04,40924.21,3009.83,6.85,159.05,619,2071,19,818,14,North America,Home & Kitchen,Online,Completed,High,3.7,83,0.2103,0.067,99.795,90.6,2,13,4103474,CUST-97586,False,0.0,3514.72,42.08
2032-04-23,57371.44,24958.86,32412.58,56.5,239.82,891,3627,13,1925,75,Europe,Sports,Retail Store,Completed,Low,1.3,1,0.3259,0.405,99.407,69.2,3,4,5035539,CUST-70079,False,0.0,4589.72,40.46
2032-04-24,58546.41,34592.34,23954.07,40.91,438.17,616,399,12,809,26,Latin America,Books,Direct Sales,Completed,High,3.4,-61,0.2385,0.502,99.662,90.5,2,1,6056639,CUST-35483,True,0.09,4683.71,5.97
2032-04-25,52932.23,29121.09,23811.14,44.98,35.81,935,2486,19,1718,80,Asia-Pacific,Beauty,Wholesale,Completed,Low,1.0,19,0.0986,0.234,99.398,37.3,1,4,4050877,CUST-90072,False,0.0,4234.58,40.0
2032-04-26,48517.32,28527.31,19990.01,41.2,445.68,197,4498,11,537,17,Middle East,Books,Wholesale,Completed,Low,3.6,-8,0.1868,0.922,98.857,107.2,3,9,3996943,CUST-26723,False,0.0,3881.39,13.68
2032-04-27,56539.63,23822.46,32717.17,57.87,117.4,897,4063,14,605,127,Asia-Pacific,Apparel,Retail Store,Shipped,High,3.9,90,0.0968,0.088,98.663,102.5,2,10,1663829,CUST-78433,False,0.0,4523.17,13.04
2032-04-28,12016.31,43324.83,-31308.52,-260.55,342.48,265,4787,21,1041,145,Asia-Pacific,Apparel,Direct Sales,Pending,Low,3.0,18,0.2179,0.429,99.468,141.1,5,2,3385804,CUST-32655,False,0.0,961.3,19.8
2032-04-29,60231.04,26996.0,33235.04,55.18,295.45,594,4271,11,1778,101,Middle East,Sports,Direct Sales,Completed,Low,1.0,77,0.2239,0.185,98.596,124.5,5,3,4375300,CUST-38531,False,0.0,4818.48,47.74
2032-04-30,51892.67,35595.71,16296.96,31.41,280.94,996,3959,18,1579,99,Europe,Beauty,Direct Sales,Completed,Medium,3.7,-90,0.2896,0.682,98.124,115.1,0,5,8825117,CUST-93647,False,0.0,4151.41,31.58
2032-05-01,46662.88,14999.94,31662.94,67.85,431.09,933,1013,15,538,55,Europe,Home & Kitchen,Online,Shipped,Critical,4.3,87,0.3239,0.705,98.494,161.2,4,6,9201666,CUST-92693,True,0.27,3733.03,47.57
2032-05-02,80702.93,39439.91,41263.02,51.13,59.77,883,4975,9,106,87,Asia-Pacific,Beauty,Online,Completed,Medium,3.3,91,0.3551,0.873,99.51,105.4,5,5,7827718,CUST-80148,False,0.0,6456.23,8.53
2032-05-03,39875.99,38417.69,1458.3,3.66,180.04,803,3795,15,561,100,Europe,Home & Kitchen,Direct Sales,Pending,Low,3.8,31,0.3613,0.409,99.586,81.2,2,8,8930950,CUST-62901,True,0.28,3190.08,28.95
2032-05-04,43953.86,30779.47,13174.39,29.97,273.74,539,1020,15,1321,94,Latin America,Electronics,Wholesale,Completed,Low,1.4,58,0.1679,0.775,98.553,31.5,1,5,2491074,CUST-47998,False,0.0,3516.31,27.73
2032-05-05,79873.3,28184.46,51688.84,64.71,407.53,685,1623,16,153,130,Latin America,Electronics,Online,Completed,Medium,3.9,-27,0.0924,0.55,98.656,120.9,3,5,8173276,CUST-21659,False,0.0,6389.86,24.91
2032-05-06,37519.08,33200.0,4319.08,11.51,116.06,401,1849,14,606,17,Middle East,Beauty,Wholesale,Completed,Medium,3.5,-47,0.1469,0.812,99.099,118.1,1,1,4021189,CUST-23238,False,0.0,3001.53,49.62
2032-05-07,41748.27,48310.33,-6562.06,-15.72,403.44,667,3717,12,109,122,Asia-Pacific,Electronics,Online,Shipped,High,2.3,-21,0.2672,0.085,98.524,164.4,4,6,7928304,CUST-66385,False,0.0,3339.86,26.29
2032-05-08,47794.62,15894.11,31900.51,66.74,205.82,477,2800,12,1651,79,Latin America,Electronics,Retail Store,Completed,High,3.7,-45,0.0633,0.463,99.212,89.6,3,11,7599104,CUST-93709,True,0.24,3823.57,15.74
2032-05-09,62611.02,36256.22,26354.8,42.09,102.57,835,1105,13,784,23,North America,Apparel,Retail Store,Completed,High,3.6,16,0.5264,0.151,98.564,146.3,0,7,7111925,CUST-60754,False,0.0,5008.88,33.97
2032-05-10,53117.04,22707.06,30409.98,57.25,381.9,262,1801,10,1632,102,Europe,Home & Kitchen,Retail Store,Completed,Medium,3.4,-7,0.3086,0.79,98.242,33.1,1,5,4366585,CUST-40361,False,0.0,4249.36,16.11
2032-05-11,30610.62,29840.65,769.97,2.52,54.54,681,3402,11,1311,115,Asia-Pacific,Sports,Wholesale,Pending,Medium,1.7,-2,0.1328,0.153,98.31,74.5,1,3,3999406,CUST-26517,False,0.0,2448.85,10.93
2032-05-12,42017.47,28016.96,14000.51,33.32,262.24,870,903,10,420,112,Latin America,Electronics,Wholesale,Pending,Medium,2.2,-57,0.1357,0.008,98.501,133.4,2,11,2123928,CUST-99117,False,0.0,3361.4,31.24
2032-05-13,40889.68,26573.45,14316.23,35.01,41.3,570,3466,16,75,39,Middle East,Books,Direct Sales,Completed,Medium,5.0,-96,0.2276,0.93,98.336,144.1,0,13,1485413,CUST-88815,False,0.0,3271.17,37.6
2032-05-14,48841.68,29916.28,18925.4,38.75,184.64,185,2992,14,442,97,Latin America,Apparel,Direct Sales,Completed,Low,2.7,94,0.0494,0.485,99.949,61.9,1,7,7171720,CUST-82968,True,0.06,3907.33,25.31
2032-05-15,56387.65,20926.63,35461.02,62.89,304.53,475,3598,12,1892,104,North America,Home & Kitchen,Retail Store,Shipped,Medium,1.2,-21,0.2948,0.985,99.317,92.2,1,11,3838091,CUST-82034,False,0.0,4511.01,19.49
2032-05-16,56273.09,38233.44,18039.65,32.06,282.5,848,3262,16,655,100,Latin America,Apparel,Retail Store,Pending,Low,4.6,-33,0.0625,0.453,98.359,121.6,1,8,9506169,CUST-64856,True,0.19,4501.85,11.89
2032-05-17,23359.82,15646.85,7712.97,33.02,208.28,586,214,10,159,88,Asia-Pacific,Books,Online,Shipped,High,1.7,36,0.0903,0.591,98.848,116.7,1,9,1348578,CUST-26702,False,0.0,1868.79,41.07
2032-05-18,65959.11,34318.12,31640.99,47.97,220.23,997,3429,11,1465,71,Middle East,Sports,Retail Store,Pending,Low,2.6,-97,0.1006,0.744,98.538,139.2,3,7,1034347,CUST-29819,True,0.28,5276.73,45.11
2032-05-19,53788.53,27387.71,26400.82,49.08,121.12,298,4568,14,822,140,Middle East,Home & Kitchen,Retail Store,Shipped,High,2.1,-16,0.2094,0.281,99.369,152.0,0,3,7006456,CUST-13141,False,0.0,4303.08,16.39
2032-05-20,70767.98,20632.6,50135.38,70.84,233.38,59,2237,19,303,23,North America,Beauty,Retail Store,Completed,Low,4.9,16,0.1776,0.133,99.735,75.3,2,5,1831380,CUST-42226,True,0.25,5661.44,24.27
2032-05-21,56662.97,31619.07,25043.9,44.2,477.09,13,4952,28,1880,35,Asia-Pacific,Beauty,Wholesale,Completed,High,2.5,-6,0.0964,0.661,98.802,135.5,1,7,8891580,CUST-97171,False,0.0,4533.04,18.8
2032-05-22,66519.84,17544.39,48975.45,73.63,426.72,640,130,18,1909,36,North America,Apparel,Wholesale,Shipped,Low,3.8,-85,0.133,0.511,98.858,94.8,1,6,1199579,CUST-34989,False,0.0,5321.59,42.38
2032-05-23,56998.18,30317.71,26680.47,46.81,81.16,861,1905,20,1625,59,North America,Sports,Retail Store,Completed,High,3.4,10,0.1443,0.827,98.797,131.7,2,6,4914502,CUST-34748,False,0.0,4559.85,46.5
2032-05-24,70193.39,18616.98,51576.41,73.48,24.59,894,3669,13,1877,107,North America,Beauty,Online,Completed,Low,1.2,-31,0.2975,0.045,98.898,103.7,2,3,7871902,CUST-31785,False,0.0,5615.47,11.81
2032-05-25,57833.76,33690.18,24143.58,41.75,467.43,509,1536,11,966,55,Latin America,Home & Kitchen,Online,Pending,Medium,2.5,-86,0.0686,0.545,98.072,157.7,1,11,2290064,CUST-50265,False,0.0,4626.7,6.64
2032-05-26,48531.27,22605.14,25926.13,53.42,268.11,685,4885,15,815,126,Europe,Books,Direct Sales,Completed,Low,2.6,6,0.2004,0.186,99.185,140.5,4,5,2477839,CUST-43605,True,0.18,3882.5,8.85
2032-05-27,84086.52,26392.05,57694.47,68.61,273.54,232,3528,14,1170,96,Latin America,Books,Retail Store,Pending,Medium,5.0,79,0.1819,0.617,99.904,85.4,2,8,9207883,CUST-38185,True,0.11,6726.92,18.07
2032-05-28,63335.56,32351.6,30983.96,48.92,392.55,879,556,11,587,114,Asia-Pacific,Beauty,Wholesale,Completed,High,4.2,58,0.1426,0.76,99.571,61.2,1,9,6501696,CUST-88406,True,0.13,5066.84,37.6
2032-05-29,58606.17,23819.66,34786.51,59.36,164.2,677,548,15,1177,47,North America,Electronics,Retail Store,Completed,High,4.4,-7,0.2092,0.263,99.723,161.6,3,13,2633009,CUST-18071,False,0.0,4688.49,19.69
2032-05-30,30855.43,29536.29,1319.14,4.28,246.13,908,167,14,664,79,North America,Electronics,Online,Completed,Low,2.3,-21,0.1069,0.482,98.458,95.3,4,2,5138488,CUST-55628,False,0.0,2468.43,49.29
2032-05-31,30675.39,17889.36,12786.03,41.68,484.64,271,4189,13,636,75,Europe,Sports,Wholesale,Cancelled,Medium,2.3,-57,0.0502,0.42,99.214,98.9,0,2,4500914,CUST-80693,False,0.0,2454.03,8.85
2032-06-01,54390.73,35047.0,19343.73,35.56,339.35,694,1962,21,646,76,Middle East,Electronics,Wholesale,Cancelled,High,3.1,63,0.2521,0.755,99.786,146.0,4,3,1300385,CUST-69453,True,0.19,4351.26,35.21
2032-06-02,52182.82,44119.31,8063.51,15.45,85.34,544,1902,18,1569,107,North America,Beauty,Wholesale,Completed,Medium,3.5,25,0.172,0.6,98.137,84.2,5,12,6281380,CUST-62064,False,0.0,4174.63,25.79
2032-06-03,40788.16,52337.67,-11549.51,-28.32,75.28,912,4662,15,1287,45,Latin America,Beauty,Direct Sales,Completed,Low,3.9,29,0.1373,0.121,99.755,127.0,3,7,7989497,CUST-76319,False,0.0,3263.05,18.93
2032-06-04,52114.74,30729.35,21385.39,41.04,110.09,385,3531,17,162,82,North America,Beauty,Retail Store,Completed,Low,4.3,55,0.1724,0.977,98.129,120.6,2,10,3273754,CUST-58386,False,0.0,4169.18,30.24
2032-06-05,73829.4,36305.63,37523.77,50.82,385.69,70,227,12,1385,28,Asia-Pacific,Home & Kitchen,Retail Store,Completed,Medium,4.5,11,0.0832,0.912,99.966,117.1,0,2,3199428,CUST-57426,False,0.0,5906.35,16.15
2032-06-06,60431.04,15754.99,44676.05,73.93,154.73,365,4928,17,618,34,Europe,Electronics,Retail Store,Completed,Low,1.1,-61,0.0958,0.579,98.168,161.8,2,10,9768082,CUST-99954,True,0.07,4834.48,32.64
2032-06-07,32884.87,42021.87,-9137.0,-27.78,20.48,842,3925,17,1004,56,Middle East,Apparel,Online,Completed,Medium,4.2,-38,0.1019,0.777,98.736,136.3,3,4,2762420,CUST-44742,False,0.0,2630.79,49.78
2032-06-08,48327.37,36209.83,12117.54,25.07,472.65,655,1367,16,945,61,Asia-Pacific,Sports,Wholesale,Shipped,Medium,3.4,-38,0.0906,0.02,98.109,154.3,3,8,9402852,CUST-73884,False,0.0,3866.19,19.04
2032-06-09,37925.5,26128.53,11796.97,31.11,93.16,33,4110,9,1174,83,Latin America,Home & Kitchen,Wholesale,Pending,Low,3.1,-84,0.3087,0.201,98.114,111.3,1,4,4956414,CUST-79698,False,0.0,3034.04,21.74
2032-06-10,44184.5,39897.45,4287.05,9.7,14.68,302,1142,14,811,121,Asia-Pacific,Sports,Online,Completed,Medium,3.5,-63,0.2356,0.768,99.733,94.7,0,1,5032746,CUST-62740,True,0.15,3534.76,44.11
2032-06-11,43795.77,27964.19,15831.58,36.15,126.19,566,3838,13,1720,35,North America,Sports,Direct Sales,Pending,High,4.5,27,0.1244,0.106,98.127,156.4,2,4,8391119,CUST-32193,False,0.0,3503.66,21.15
2032-06-12,42835.32,26335.8,16499.52,38.52,125.16,700,467,17,987,80,Europe,Home & Kitchen,Online,Completed,Low,3.2,63,0.2386,0.043,99.585,100.0,2,7,6414767,CUST-16116,False,0.0,3426.83,45.99
2032-06-13,31172.97,33802.68,-2629.71,-8.44,216.78,365,2704,19,702,34,North America,Beauty,Wholesale,Completed,Low,1.6,59,0.3132,0.616,99.814,124.3,3,9,4185712,CUST-31226,True,0.09,2493.84,36.43
2032-06-14,48085.18,21493.16,26592.02,55.3,460.99,993,2740,16,133,117,Europe,Beauty,Direct Sales,Pending,Medium,2.7,81,0.1676,0.034,99.87,134.8,3,13,9272024,CUST-94851,False,0.0,3846.81,5.87
2032-06-15,41590.89,38173.0,3417.89,8.22,440.8,879,158,18,768,142,Latin America,Home & Kitchen,Direct Sales,Completed,Low,4.7,86,0.1495,0.183,99.728,93.1,0,8,5224366,CUST-85711,True,0.21,3327.27,21.99
2032-06-16,6058.27,21552.08,-15493.81,-255.75,233.88,950,4356,16,1815,138,Asia-Pacific,Beauty,Wholesale,Completed,High,4.3,-76,0.2295,0.08,99.91,93.2,3,6,2491314,CUST-16319,False,0.0,484.66,22.35
2032-06-17,80794.58,21599.56,59195.02,73.27,211.34,584,202,12,917,24,Europe,Electronics,Online,Completed,High,1.8,-24,0.1246,0.534,98.104,110.5,1,6,4198058,CUST-12423,True,0.07,6463.57,16.0
2032-06-18,66331.54,22722.48,43609.06,65.74,281.95,38,4607,10,998,24,Asia-Pacific,Home & Kitchen,Retail Store,Cancelled,Critical,3.9,41,0.1362,0.677,99.993,146.0,0,9,7927001,CUST-36835,False,0.0,5306.52,31.45
2032-06-19,44355.49,36076.0,8279.49,18.67,129.29,366,885,17,351,16,Europe,Sports,Retail Store,Pending,Medium,2.0,71,0.0147,0.183,98.041,132.1,3,8,5899489,CUST-84447,False,0.0,3548.44,6.83
2032-06-20,50282.29,25065.8,25216.49,50.15,35.57,374,4378,13,1646,89,North America,Home & Kitchen,Retail Store,Completed,Medium,2.4,23,0.1983,0.469,98.333,72.6,0,1,1090895,CUST-85070,True,0.09,4022.58,31.84
2032-06-21,32425.18,19216.03,13209.15,40.74,470.22,617,4045,14,1290,53,Europe,Home & Kitchen,Online,Shipped,High,2.9,-76,0.3723,0.02,98.162,188.3,1,2,3025502,CUST-55419,True,0.15,2594.01,30.08
2032-06-22,75435.84,25154.56,50281.28,66.65,101.48,418,2546,17,617,14,Europe,Beauty,Wholesale,Completed,Low,2.8,-66,0.1956,0.265,99.488,133.3,1,8,8798869,CUST-64022,False,0.0,6034.87,36.08
2032-06-23,78459.33,29743.66,48715.67,62.09,107.22,275,1056,16,590,9,Middle East,Home & Kitchen,Online,Cancelled,Low,1.1,-22,0.0725,0.18,98.174,105.2,3,3,9261829,CUST-67697,True,0.29,6276.75,29.23
2032-06-24,52350.41,20552.22,31798.19,60.74,241.51,300,2802,18,1696,68,Latin America,Apparel,Retail Store,Pending,Low,4.1,74,0.0502,0.166,98.585,114.7,0,2,7694529,CUST-55390,True,0.28,4188.03,20.0
2032-06-25,65352.96,20786.55,44566.41,68.19,250.89,576,536,17,141,140,North America,Apparel,Retail Store,Completed,High,4.4,74,0.1641,0.225,99.276,111.5,3,10,5621126,CUST-73236,True,0.06,5228.24,48.66
2032-06-26,52629.3,46890.37,5738.93,10.9,19.03,162,2465,12,703,21,North America,Electronics,Retail Store,Shipped,Medium,3.1,44,0.1825,0.805,98.996,107.0,2,5,8537546,CUST-52936,False,0.0,4210.34,10.98
2032-06-27,29949.12,23115.48,6833.64,22.82,82.5,228,4801,14,1525,71,Asia-Pacific,Home & Kitchen,Online,Pending,Medium,1.7,-12,0.1765,0.95,98.272,160.8,1,1,8658889,CUST-14553,False,0.0,2395.93,38.43
2032-06-28,43822.65,27415.66,16406.99,37.44,195.3,182,596,23,663,25,Europe,Home & Kitchen,Online,Shipped,Medium,2.0,-78,0.0282,0.706,99.043,203.2,1,1,7607488,CUST-70267,True,0.21,3505.81,14.25
2032-06-29,51978.92,27062.1,24916.82,47.94,345.03,617,1466,13,120,20,Europe,Sports,Retail Store,Shipped,Medium,1.5,21,0.026,0.072,98.681,102.1,3,10,7487330,CUST-60247,False,0.0,4158.31,7.8
2032-06-30,43181.78,26629.15,16552.63,38.33,121.93,644,2965,15,1598,31,Europe,Beauty,Direct Sales,Completed,Low,1.7,-84,0.0149,0.628,99.172,104.0,0,6,9663206,CUST-87396,False,0.0,3454.54,39.48
2032-07-01,46720.2,34970.77,11749.43,25.15,217.28,21,1951,10,1474,119,North America,Sports,Retail Store,Completed,Medium,4.5,-72,0.0461,0.734,99.077,116.8,3,4,5981946,CUST-56124,True,0.15,3737.62,43.6
2032-07-02,48629.01,37585.14,11043.87,22.71,283.1,525,1122,15,718,10,Middle East,Books,Wholesale,Completed,Medium,2.9,-99,0.2296,0.111,99.979,71.8,1,8,8965410,CUST-99970,False,0.0,3890.32,10.47
2032-07-03,48786.82,27552.36,21234.46,43.52,445.41,371,3230,13,130,46,Asia-Pacific,Sports,Online,Completed,Medium,1.4,-90,0.1703,0.294,99.727,138.5,2,3,6492557,CUST-42008,False,0.0,3902.95,28.67
2032-07-04,50783.88,20108.17,30675.71,60.4,169.77,867,2944,14,1173,148,Europe,Books,Direct Sales,Completed,Medium,2.0,-85,0.0931,0.428,98.007,126.5,5,10,5406347,CUST-16902,False,0.0,4062.71,37.78
2032-07-05,34090.92,40195.52,-6104.6,-17.91,75.44,588,1589,17,644,7,Middle East,Home & Kitchen,Direct Sales,Completed,Medium,4.8,78,0.2097,0.311,98.352,125.2,1,3,2825835,CUST-22650,False,0.0,2727.27,22.17
2032-07-06,39244.76,29237.27,10007.49,25.5,249.74,666,2434,23,267,44,Latin America,Electronics,Wholesale,Completed,High,3.0,-20,0.1502,0.518,99.826,55.1,2,8,4939831,CUST-83531,False,0.0,3139.58,24.9
2032-07-07,30731.24,43842.57,-13111.33,-42.66,375.89,978,4532,15,933,24,North America,Apparel,Retail Store,Shipped,Medium,3.1,-80,0.1561,0.131,99.079,40.8,2,2,5466044,CUST-26019,False,0.0,2458.5,48.98
2032-07-08,64667.23,12035.31,52631.92,81.39,63.83,486,3489,19,798,11,Latin America,Home & Kitchen,Retail Store,Shipped,Medium,3.1,-80,0.0239,0.445,99.519,107.1,3,2,5624493,CUST-63776,False,0.0,5173.38,37.81
2032-07-09,18415.3,31563.23,-13147.93,-71.4,218.09,586,302,12,174,63,North America,Home & Kitchen,Retail Store,Completed,High,1.4,-95,0.1223,0.733,99.007,143.2,1,13,6143649,CUST-74038,False,0.0,1473.22,46.47
2032-07-10,67303.86,45348.85,21955.01,32.62,18.71,91,330,16,250,143,Asia-Pacific,Electronics,Wholesale,Completed,High,4.9,-55,0.4573,0.461,99.572,57.8,2,7,5130262,CUST-16462,False,0.0,5384.31,24.45
2032-07-11,70795.24,27173.89,43621.35,61.62,26.44,626,3734,24,1075,97,Latin America,Electronics,Online,Completed,Medium,1.3,-78,0.1677,0.21,98.266,151.3,5,10,5019015,CUST-44069,True,0.2,5663.62,26.42
2032-07-12,45467.29,28196.05,17271.24,37.99,246.65,702,3228,15,623,56,Asia-Pacific,Books,Online,Shipped,Low,3.8,-43,0.3233,0.802,99.476,109.4,0,4,9334698,CUST-40636,False,0.0,3637.38,48.64
2032-07-13,10952.94,32364.09,-21411.15,-195.48,156.12,349,2791,7,1093,135,Asia-Pacific,Home & Kitchen,Wholesale,Completed,Low,1.2,84,0.4527,0.394,99.739,91.0,1,4,6117675,CUST-54150,False,0.0,876.24,24.23
2032-07-14,44580.34,25529.63,19050.71,42.73,424.1,450,3591,12,1032,25,Asia-Pacific,Home & Kitchen,Online,Refunded,Low,2.8,88,0.1872,0.425,98.531,122.9,1,7,4669914,CUST-90517,False,0.0,3566.43,23.54
2032-07-15,49037.24,27503.42,21533.82,43.91,305.06,626,3062,11,771,15,Latin America,Beauty,Wholesale,Shipped,Low,4.6,-62,0.3264,0.358,98.737,74.6,1,9,5137209,CUST-25607,True,0.05,3922.98,36.38
2032-07-16,34841.03,27297.48,7543.55,21.65,232.43,235,2427,13,1001,54,Latin America,Apparel,Wholesale,Shipped,Medium,4.1,72,0.101,0.29,99.181,31.2,1,10,9803331,CUST-32081,False,0.0,2787.28,7.0
2032-07-17,42271.72,24980.63,17291.09,40.9,209.89,380,4661,16,1931,13,Latin America,Beauty,Direct Sales,Completed,High,2.3,56,0.0879,0.602,99.736,162.2,2,1,6633083,CUST-96500,False,0.0,3381.74,24.99
